tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag
51,95.15,5000.05,1141.8000000000002,6,1.030375155842684,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,24m+,0
62,20.0,1250.1,480.0,1,1.0081451612903225,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
57,71.1,4140.1,853.1999999999999,6,1.0215658696671357,1,Male,1,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),24m+,0
9,48.6,422.3,583.2,3,0.9654778235025148,1,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,6-12m,0
72,19.4,1363.25,465.59999999999997,1,0.9759808132875144,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
70,89.75,6367.2,2154.0,9,1.0134818941504178,0,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0
1,79.6,79.6,477.59999999999997,3,1.0,1,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0-6m,1
1,89.25,89.25,535.5,4,1.0,1,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,0
30,25.1,789.55,602.4000000000001,2,1.048539176626826,0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24m+,0
72,106.85,7677.4,1282.1999999999998,7,0.9979462382363645,1,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0
9,85.05,746.5,510.29999999999995,4,0.9752433209223333,1,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6-12m,1
1,30.2,30.2,181.2,2,1.0,1,Male,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0-6m,1
39,103.45,3994.45,620.7,7,0.9900608494131935,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
12,29.35,381.2,176.10000000000002,2,1.0823395797842132,1,Male,1,No,No,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),6-12m,0
67,102.95,6886.25,617.7,7,0.9983472631983356,1,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,1
72,60.95,4549.05,1462.8000000000002,6,1.036607875307629,0,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0
63,109.25,6841.4,2622.0,8,0.993992226944172,0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
22,20.15,432.5,120.89999999999999,1,0.9756372659598467,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),12-24m,0
52,53.75,2790.65,645.0,4,0.998443649373882,1,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,24m+,0
39,23.8,903.8,571.2,2,0.9737125619478559,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24m+,0
9,66.25,620.55,397.5,5,1.040754716981132,0,Female,0,No,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,6-12m,1
14,54.25,773.2,651.0,4,1.0180381830151417,1,Female,0,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,12-24m,0
61,93.7,5860.7,1124.4,6,1.0253687212414928,0,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),24m+,0
70,20.15,1411.2,483.59999999999997,1,1.0004962779156328,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0
72,115.6,8220.4,2774.3999999999996,9,0.987648981161092,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
40,55.8,2283.3,669.5999999999999,3,1.0229838709677421,1,Male,1,Yes,No,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,24m+,0
1,91.7,91.7,550.2,5,1.0,0,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,0-6m,1
9,20.15,163.7,241.79999999999998,1,0.9026743865453543,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,6-12m,0
47,39.65,1798.65,475.79999999999995,4,0.9651739958681013,0,Female,0,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),24m+,0
11,90.15,987.95,540.9000000000001,5,0.9962688448545354,0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,6-12m,1
18,40.2,711.95,482.40000000000003,4,0.9838999447208403,0,Female,0,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,12-24m,0
46,20.25,890.35,486.0,1,0.9558239398819109,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
66,59.75,3996.8,1434.0,4,1.0135159122606823,1,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,24m+,0
10,49.55,475.7,594.5999999999999,3,0.9600403632694248,1,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,6-12m,0
49,95.4,4613.95,572.4000000000001,5,0.9870256278612073,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
1,69.55,69.55,417.29999999999995,2,1.0,1,Female,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
28,60.0,1682.05,720.0,6,1.001220238095238,0,Male,0,Yes,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
51,19.85,996.95,238.20000000000002,1,0.9847878698078728,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24m+,0
4,100.85,399.25,605.0999999999999,6,0.9897124442240952,0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0-6m,0
9,98.3,923.5,589.8,6,1.0438566745789535,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),6-12m,1
24,64.35,1558.65,1544.3999999999999,6,1.0092268842268843,1,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,12-24m,0
7,19.45,136.75,233.39999999999998,1,1.0044069041498347,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,6-12m,0
37,92.95,3415.25,557.7,6,0.9930506084352237,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,24m+,0
1,44.55,44.55,267.29999999999995,2,1.0,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0-6m,0
6,20.7,112.75,124.19999999999999,1,0.9078099838969405,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
1,79.35,79.35,476.09999999999997,3,1.0,1,Female,0,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1
56,24.45,1431.65,293.4,2,1.045610575518551,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24m+,0
35,20.6,754.0,247.20000000000002,1,1.0457697642163661,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24m+,0
54,109.75,6110.2,2634.0,8,1.0309963722264406,0,Male,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,1
68,82.45,5646.6,1978.8000000000002,8,1.0071344486854779,0,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
67,54.9,3725.5,329.4,4,1.012832014789441,1,Female,1,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,24m+,0
13,61.8,750.1,370.79999999999995,5,0.9336569579288027,0,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),12-24m,0
1,60.1,60.1,360.6,5,1.0,0,Male,0,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,0-6m,1
69,24.6,1678.05,590.4000000000001,2,0.9886002120890773,0,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
20,19.4,415.4,116.39999999999999,1,1.070618556701031,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12-24m,0
40,36.0,1382.9,432.0,3,0.9603472222222222,0,Male,0,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),24m+,0
1,46.3,46.3,277.79999999999995,2,1.0,1,Male,1,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-6m,0
69,46.25,3121.4,1110.0,5,0.9781120250685469,0,Female,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),24m+,0
48,70.65,3545.05,423.90000000000003,2,1.045367421561689,1,Female,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0
2,20.1,39.8,120.60000000000001,1,0.9900497512437809,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
2,20.3,40.25,121.80000000000001,1,0.9913793103448275,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
35,102.05,3452.55,612.3,6,0.9666270035696788,1,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24m+,0
32,75.5,2324.7,453.0,3,0.9622102649006622,1,Female,0,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0
13,30.85,394.1,185.10000000000002,2,0.982670489963845,1,Female,0,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),12-24m,0
70,77.3,5498.2,1855.1999999999998,7,1.0161153206431344,0,Male,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),24m+,0
16,85.05,1391.15,510.29999999999995,4,1.0223030570252793,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),12-24m,0
16,19.7,342.4,118.19999999999999,1,1.0862944162436547,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,12-24m,1
68,111.75,7511.3,2682.0,8,0.9884590077641795,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0
52,91.25,4738.3,1095.0,5,0.9985879873551107,1,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,24m+,0
5,81.3,416.3,487.79999999999995,4,1.024108241082411,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
50,94.4,4914.9,566.4000000000001,6,1.041292372881356,1,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24m+,0
10,86.05,834.1,516.3,4,0.969320162696107,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6-12m,1
61,20.55,1305.95,493.20000000000005,1,1.0418012843524391,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
1,19.75,19.75,118.5,1,1.0,0,Male,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,1
4,49.25,208.45,295.5,3,1.0581218274111674,1,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,0-6m,0
25,54.1,1373.0,324.6,4,1.0151571164510167,1,Female,0,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,24m+,0
4,58.5,224.85,351.0,5,0.9608974358974359,0,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0-6m,0
35,59.6,2094.9,357.6,5,1.0042665388302974,1,Male,0,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,24m+,0
23,54.4,1249.25,326.4,4,0.9984414961636828,1,Female,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,12-24m,0
32,76.3,2404.15,457.79999999999995,7,0.9846616972477065,0,Female,0,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),24m+,0
42,40.15,1626.05,240.89999999999998,3,0.9642708889284232,1,Male,0,Yes,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0
4,40.05,162.45,240.29999999999998,3,1.0140449438202248,0,Male,0,No,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0-6m,0
54,100.05,5299.65,1200.6,6,0.9809262035648841,1,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
70,89.0,6293.2,2136.0,9,1.0101444622792937,0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
1,85.7,85.7,514.2,4,1.0,1,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1
64,89.45,5692.65,1073.4,6,0.9943840832867523,1,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),24m+,0
1,19.25,19.25,115.5,1,1.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0-6m,0
3,44.3,134.5,265.79999999999995,2,1.012039127163281,1,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,1
5,21.05,113.85,126.30000000000001,1,1.081710213776722,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,1
17,55.85,937.5,670.2,4,0.9874137658644478,1,Female,0,No,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,12-24m,1
2,61.2,125.95,367.20000000000005,4,1.029003267973856,1,Female,0,No,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0-6m,0
2,93.85,170.85,563.0999999999999,5,0.9102290889717635,1,Female,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,1
20,19.7,406.95,472.79999999999995,1,1.0328680203045686,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,12-24m,0
1,45.55,45.55,273.29999999999995,2,1.0,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,0
44,100.55,4398.15,603.3,6,0.9941119298404231,0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,24m+,1
72,97.7,6869.7,2344.8,6,0.9765864892528147,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
1,19.1,19.1,114.60000000000001,1,1.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0
65,19.85,1267.05,476.40000000000003,1,0.9820189885681069,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0
72,25.4,1809.35,609.5999999999999,2,0.9893646106736658,0,Male,1,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
42,77.95,3384.0,467.70000000000005,3,1.0336296160542473,1,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,1
42,48.15,2032.3,1155.6,5,1.0049448647579489,0,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),24m+,0
16,19.75,294.9,118.5,1,0.9332278481012658,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),12-24m,0
4,50.85,239.55,305.1,3,1.1777286135693215,1,Female,0,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,1
1,25.8,25.8,154.8,1,1.0,1,Female,1,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,1
32,70.5,2201.75,846.0,6,0.9759530141843972,0,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,24m+,0
71,109.3,7782.85,2623.2,8,1.0029058154968236,0,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0
71,100.2,7209.0,2404.8,7,1.0133254617525513,0,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),24m+,0
71,116.1,8310.55,2786.3999999999996,9,1.0081826012058568,0,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
1,19.75,19.75,118.5,1,1.0,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0-6m,0
18,84.3,1537.9,505.79999999999995,4,1.0135099512323713,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),12-24m,0
46,95.65,4664.2,1147.8000000000002,6,1.0600695470351598,1,Female,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),24m+,0
13,81.15,952.3,486.90000000000003,4,0.9026968102753684,1,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,12-24m,1
68,83.0,5685.8,996.0,4,1.0074060949681078,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,24m+,1
20,64.4,1398.6,386.40000000000003,5,1.0858695652173913,1,Male,0,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),12-24m,0
51,80.0,4242.35,480.0,4,1.0397916666666667,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),24m+,1
1,81.1,81.1,486.59999999999997,3,1.0,1,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-6m,1
37,95.15,3532.85,570.9000000000001,6,1.0034937722798993,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,0
59,25.45,1534.05,610.8,2,1.0216443008890812,0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0
15,88.15,1390.6,528.9000000000001,4,1.051692191340518,1,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,12-24m,1
26,84.95,2169.75,509.70000000000005,4,0.9823651921945035,1,Female,1,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,24m+,1
42,103.8,4327.5,622.8,7,0.9926369391687312,0,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
64,20.2,1277.75,484.79999999999995,1,0.9883586014851485,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0
21,71.05,1524.85,1705.1999999999998,6,1.0219831775074562,0,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),12-24m,0
56,105.6,6068.65,1267.1999999999998,7,1.0262192234848486,1,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
5,20.1,85.1,241.20000000000002,1,0.8467661691542288,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0-6m,0
72,115.8,8424.9,2779.2,9,1.010470639032815,0,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
44,24.85,1013.6,298.20000000000005,2,0.9270166453265044,0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24m+,0
47,19.9,942.95,238.79999999999998,1,1.0081791938415483,0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24m+,0
48,117.45,5438.9,704.7,9,0.9647545054633176,0,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,24m+,1
4,20.5,77.6,123.0,1,0.9463414634146341,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
50,75.5,4025.6,906.0,6,1.0663841059602648,0,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,24m+,0
6,49.15,270.8,294.9,3,0.9182773821634453,0,Female,0,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0-6m,1
46,20.2,917.45,484.79999999999995,1,0.9873547137322429,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24m+,0
62,72.0,4284.2,1728.0,6,0.9597222222222221,1,Female,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),24m+,0
19,87.7,1725.95,1052.4,4,1.0357978755326172,0,Male,0,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),12-24m,0
72,92.4,6786.1,2217.6000000000004,9,1.0200366762866764,0,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0
71,47.05,3263.6,1129.1999999999998,4,0.9769648710541677,0,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,24m+,0
56,98.6,5581.05,591.5999999999999,6,1.0107668067226891,1,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,24m+,0
52,109.3,5731.4,2623.2,8,1.008410162573017,0,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0
4,19.5,96.85,468.0,1,1.2416666666666667,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0-6m,0
63,50.65,3221.25,1215.6,3,1.0094956047572041,1,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24m+,0
10,54.5,568.2,327.0,4,1.0425688073394497,1,Male,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),6-12m,0
45,112.2,5031.85,1346.4,8,0.9966032877797585,0,Male,0,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),24m+,0
59,93.85,5574.75,563.0999999999999,5,1.0067904969162838,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,1
54,69.9,3883.3,419.40000000000003,6,1.0287977534043342,0,Male,0,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,24m+,0
2,69.0,147.8,414.0,5,1.0710144927536234,1,Female,0,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0-6m,0
