tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,tenure_bucket_ord,is_auto_pay,is_long_contract,streaming_services,support_services,senior_fiber_optic,charges_per_month_of_tenure,high_charge_to_clv_ratio,tenure_years,per_service_charge,is_fiber_optic,has_streaming_any,has_support_any,has_multiple_lines_yes,is_electronic_check,paperless_autopay,family_bundle,early_tenure_flag,high_monthly_charge,tenure_remaining,tenure_fraction_complete,remaining_value,remaining_value_ratio,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag,CLV_quartile
33,79.0,2576.8,474.0,4,0.988415803605677,1,3,1,0,0,2,0,78.0848484848485,1,2.75,19.75,1,0,1,0,0,1,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),24m+,0,Medium
7,20.45,150.75,122.7,1,1.053091163115613,0,1,0,0,0,0,0,21.535714285714285,1,0.5833333333333334,20.45,0,0,0,0,0,0,1,0,0,0,1.1666666666666667,0.0,0.0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6-12m,0,Low
69,106.5,7348.8,2556.0,7,1.0000408246580934,0,3,1,1,2,2,0,106.50434782608696,0,5.75,15.214285714285714,1,1,1,1,0,1,0,0,1,0,2.875,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,1,Premium
15,19.6,331.6,470.4,1,1.127891156462585,0,2,0,1,0,0,0,22.10666666666667,0,1.25,19.6,0,0,0,0,0,0,0,0,0,9,0.625,138.8,0.2950680272108844,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,12-24m,0,Medium
0,25.75,0.0,618.0,2,0.0,0,0,0,1,0,0,0,0.0,0,0.0,12.875,0,0,0,1,0,0,1,1,0,24,0.0,618.0,1.0,Male,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0-6m,0,High
39,54.85,2191.7,658.2,5,1.024565832223079,0,3,1,1,2,2,0,56.197435897435895,0,3.25,10.97,0,1,1,0,0,0,1,0,0,0,3.25,0.0,0.0,Male,0,No,Yes,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24m+,0,High
24,49.55,1210.4,297.29999999999995,3,1.0178271106626309,1,2,1,0,0,1,0,50.43333333333334,1,2.0,16.516666666666666,0,0,1,0,0,1,0,0,0,0,4.0,0.0,0.0,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),12-24m,1,Low
19,89.65,1761.05,537.9000000000001,5,1.0338744239293156,1,2,0,0,1,1,0,92.68684210526315,1,1.5833333333333333,17.93,1,1,1,1,0,0,1,0,1,0,3.1666666666666665,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,12-24m,1,High
54,20.05,1102.4,481.2000000000001,1,1.0181952526092175,0,3,1,1,0,0,0,20.414814814814815,0,4.5,20.05,0,0,0,0,0,0,1,0,0,0,2.25,0.0,0.0,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0,Medium
66,99.5,6710.5,597.0,6,1.0218516826557027,1,3,0,0,2,2,0,101.67424242424242,1,5.5,16.583333333333332,1,1,1,0,1,0,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,24m+,1,High
12,85.15,979.05,1021.8,4,0.9581620669406928,1,1,1,1,1,1,0,81.58749999999999,0,1.0,21.2875,1,1,1,0,0,1,0,0,1,0,1.0,42.750000000000114,0.0418379330593072,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),6-12m,0,Premium
21,20.0,417.7,120.0,1,0.9945238095238096,0,2,0,0,0,0,0,19.89047619047619,1,1.75,20.0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12-24m,0,Low
6,59.45,357.6,356.70000000000005,4,1.0025231286795626,1,0,0,0,1,1,0,59.6,1,0.5,14.8625,0,1,1,0,1,0,0,1,0,0,1.0,0.0,0.0,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,0-6m,0,Medium
9,44.4,348.15,266.4,2,0.8712462462462462,1,1,0,0,0,0,0,38.68333333333333,1,0.75,22.2,0,0,0,0,0,0,0,0,0,0,1.5,0.0,0.0,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,6-12m,0,Low
3,50.5,147.75,303.0,3,0.9752475247524752,0,0,0,0,0,1,0,49.25,1,0.25,16.833333333333332,0,0,1,0,0,0,0,1,0,3,0.5,155.25,0.5123762376237624,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0-6m,0,Low
63,19.55,1245.6,469.2000000000001,1,1.01132626963829,0,3,0,1,0,0,0,19.77142857142857,0,5.25,19.55,0,0,0,0,0,0,1,0,0,0,2.625,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,Medium
5,78.75,412.1,472.5,4,1.0466031746031748,1,0,0,0,0,1,0,82.42,1,0.4166666666666667,19.6875,1,0,1,1,1,0,1,1,1,1,0.8333333333333334,60.39999999999998,0.1278306878306878,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
65,111.05,7107.0,666.3,8,0.9845876770685416,1,3,1,0,2,3,0,109.33846153846154,1,5.416666666666667,13.88125,1,1,1,1,0,1,0,0,1,0,5.0,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24m+,0,High
59,64.05,3886.85,1537.1999999999998,6,1.0285529049074478,0,3,1,1,2,3,0,65.87881355932203,0,4.916666666666667,10.675,0,1,1,0,0,1,1,0,0,0,2.4583333333333335,0.0,0.0,Male,1,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
27,49.0,1291.35,294.0,3,0.9760770975056688,1,3,0,0,0,0,0,47.827777777777776,1,2.25,16.333333333333332,0,0,0,1,0,0,0,0,0,0,4.5,0.0,0.0,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24m+,0,Low
7,29.8,220.45,178.8,2,1.0568072866730585,1,1,1,0,0,1,0,31.49285714285714,1,0.5833333333333334,14.9,0,0,1,0,0,0,1,0,0,0,1.1666666666666667,0.0,0.0,Male,1,Yes,No,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),6-12m,0,Low
1,89.9,89.9,539.4000000000001,4,1.0,1,0,0,0,2,0,0,89.9,1,0.0833333333333333,22.475,1,1,0,0,1,0,0,1,1,5,0.1666666666666666,449.5000000000001,0.8333333333333334,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,1,High
12,50.95,605.75,305.70000000000005,5,0.9907589139679422,0,1,1,0,1,3,0,50.479166666666664,1,1.0,10.19,0,1,1,0,0,1,0,0,0,0,2.0,0.0,0.0,Male,0,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6-12m,0,Low
1,49.55,49.55,297.29999999999995,3,1.0,1,0,0,0,0,1,0,49.55,1,0.0833333333333333,16.516666666666666,0,0,1,0,1,0,1,1,0,5,0.1666666666666666,247.74999999999991,0.8333333333333333,Female,1,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Low
31,25.0,789.2,150.0,1,1.0183225806451617,1,3,1,0,0,0,0,25.458064516129035,1,2.5833333333333335,25.0,0,0,0,0,0,0,1,0,0,0,5.0,0.0,0.0,Male,0,No,Yes,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24m+,0,Low
8,85.2,627.4,511.2000000000001,4,0.9204812206572768,1,1,1,0,1,0,0,78.425,1,0.6666666666666666,21.3,1,1,0,1,0,1,1,0,1,0,1.3333333333333333,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),6-12m,1,High
61,101.15,6383.9,1213.8000000000002,6,1.034642593778109,0,3,1,1,2,1,0,104.65409836065574,0,5.083333333333333,16.858333333333334,1,1,1,1,0,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24m+,0,Premium
26,47.85,1190.5,574.2,5,0.9569166465718189,1,3,1,1,1,3,0,45.78846153846154,0,2.1666666666666665,9.57,0,1,1,0,0,0,1,0,0,0,2.1666666666666665,0.0,0.0,Female,0,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),24m+,0,High
64,92.85,5980.75,1114.1999999999998,6,1.006453621432418,1,3,0,1,1,2,0,93.44921875,0,5.333333333333333,15.475,1,1,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,24m+,0,Premium
51,84.2,4146.05,505.2000000000001,5,0.9654999767127754,1,3,0,0,0,2,1,81.29509803921569,1,4.25,16.84,1,0,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,24m+,1,Medium
35,94.55,3365.4,567.3,6,1.016967590843847,1,3,0,0,1,2,1,96.15428571428572,1,2.9166666666666665,15.758333333333333,1,1,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,0,High
1,74.4,74.4,446.4,3,1.0,1,0,0,0,0,0,1,74.4,1,0.0833333333333333,24.8,1,0,0,1,1,0,0,1,1,5,0.1666666666666666,372.0,0.8333333333333333,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
21,104.55,2239.4,1254.6,7,1.0199722165288885,0,2,0,1,2,3,0,106.63809523809525,0,1.75,14.935714285714283,1,1,1,0,0,0,0,0,1,0,1.75,0.0,0.0,Female,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,12-24m,0,Premium
13,66.4,831.75,398.4,4,0.9635658016682112,1,2,1,0,2,0,0,63.98076923076923,1,1.0833333333333333,16.6,0,1,0,0,0,0,1,0,0,0,2.1666666666666665,0.0,0.0,Male,0,No,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),12-24m,0,Medium
44,49.05,2265.0,588.5999999999999,4,1.0494856825132055,1,3,0,1,2,1,0,51.47727272727273,0,3.6666666666666665,12.2625,0,1,1,0,1,0,0,0,0,0,3.6666666666666665,0.0,0.0,Female,0,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,0,High
72,98.65,7129.45,2367.6000000000004,7,1.0037520414484429,0,3,1,1,1,3,0,99.02013888888888,0,6.0,14.092857142857143,1,1,1,1,0,1,1,0,1,0,3.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),24m+,0,Premium
4,20.2,55.7,121.2,1,0.6893564356435644,0,0,0,0,0,0,0,13.925,1,0.3333333333333333,20.2,0,0,0,0,1,0,0,1,0,2,0.6666666666666666,65.49999999999999,0.5404290429042904,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0-6m,0,Low
72,53.65,3784.0,1287.6,5,0.9796002899451176,0,3,1,1,2,2,0,52.55555555555556,0,6.0,10.73,0,1,1,0,0,0,1,0,0,0,3.0,0.0,0.0,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0,Premium
20,94.55,1899.65,567.3,5,1.004574299312533,1,2,0,0,2,0,1,94.9825,1,1.6666666666666667,18.91,1,1,0,1,1,0,1,0,1,0,3.3333333333333335,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,12-24m,1,High
6,19.65,116.85,471.6,1,0.9910941475826972,0,0,1,1,0,0,0,19.475,0,0.5,19.65,0,0,0,0,0,0,0,1,0,18,0.25,354.75,0.7522264631043257,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0-6m,0,Medium
13,84.6,1115.2,507.6,4,1.0140025459174395,1,2,0,0,1,0,0,85.78461538461539,1,1.0833333333333333,21.15,1,1,0,1,1,0,0,0,1,0,2.1666666666666665,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,12-24m,1,Medium
15,83.05,1258.3,498.2999999999999,5,1.0100742524583584,0,2,0,0,0,2,1,83.88666666666667,1,1.25,16.61,1,0,1,1,1,0,1,0,1,0,2.5,0.0,0.0,Female,1,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,12-24m,1,Medium
67,116.1,7839.85,2786.3999999999996,9,1.007861210742155,0,3,1,1,2,4,1,117.01268656716418,0,5.583333333333333,12.9,1,1,1,1,0,1,0,0,1,0,2.7916666666666665,0.0,0.0,Male,1,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
71,24.7,1810.55,592.8,2,1.03241717511547,0,3,1,1,0,0,0,25.500704225352113,0,5.916666666666667,12.35,0,0,0,1,0,0,1,0,0,0,2.9583333333333335,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0,High
48,70.55,3420.5,846.5999999999999,6,1.0100696905268132,1,3,1,1,1,2,0,71.26041666666667,0,4.0,11.758333333333333,0,1,1,1,0,1,1,0,1,0,4.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),24m+,0,High
41,104.4,4133.95,626.4000000000001,7,0.9657859078590784,1,3,0,0,2,2,1,100.8280487804878,1,3.4166666666666665,14.914285714285716,1,1,1,1,1,0,0,0,1,0,5.0,0.0,0.0,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0,High
23,48.35,1067.15,580.2,3,0.9596241176206108,1,2,1,1,0,0,0,46.39782608695653,0,1.9166666666666667,16.116666666666667,0,0,0,1,0,1,1,0,0,0,1.9166666666666667,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),12-24m,1,High
37,96.1,3646.8,576.5999999999999,5,1.0256208341536126,1,3,1,0,2,1,0,98.56216216216217,1,3.0833333333333335,19.22,1,1,1,0,0,1,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24m+,0,High
18,25.3,454.65,607.2,2,0.998353096179183,0,2,1,1,0,0,0,25.258333333333333,0,1.5,12.65,0,0,0,1,0,0,1,0,0,6,0.75,152.55000000000007,0.2512351778656127,Female,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),12-24m,0,High
57,74.3,4166.35,1783.1999999999998,7,0.9837666170810608,0,3,1,1,1,4,0,73.09385964912282,0,4.75,10.614285714285714,0,1,1,0,0,1,0,0,1,0,2.375,0.0,0.0,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),24m+,0,Premium
51,76.4,3966.3,916.8,6,1.0179396365876194,0,3,1,1,2,2,0,77.77058823529413,0,4.25,12.733333333333334,0,1,1,0,0,1,1,0,1,0,4.25,0.0,0.0,Male,0,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0,Premium
1,44.95,44.95,269.70000000000005,2,1.0,1,0,0,0,0,0,0,44.95,1,0.0833333333333333,22.475,0,0,0,0,0,0,0,1,0,5,0.1666666666666666,224.75000000000009,0.8333333333333334,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,0,Low
59,99.5,5861.75,2388.0,6,0.998509496635721,1,3,1,1,2,1,0,99.35169491525424,0,4.916666666666667,16.583333333333332,1,1,1,1,0,1,1,0,1,0,2.4583333333333335,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
66,25.45,1699.15,305.4,2,1.0115794487110794,0,3,1,1,0,0,0,25.74469696969697,0,5.5,12.725,0,0,0,1,0,0,0,0,0,0,5.0,0.0,0.0,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24m+,0,Low
8,101.35,780.5,608.0999999999999,6,0.9626295017266896,1,1,0,0,2,1,1,97.5625,1,0.6666666666666666,16.891666666666666,1,1,1,1,1,0,0,0,1,0,1.3333333333333333,0.0,0.0,Female,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,6-12m,1,High
58,84.3,4916.4,2023.2,8,1.00552214995705,0,3,0,1,2,3,0,84.7655172413793,0,4.833333333333333,10.5375,0,1,1,1,1,0,1,0,1,0,2.4166666666666665,0.0,0.0,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0,Premium
52,19.6,1012.4,235.2,1,0.9933281004709577,0,3,1,1,0,0,0,19.46923076923077,0,4.333333333333333,19.6,0,0,0,0,0,0,1,0,0,0,4.333333333333333,0.0,0.0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24m+,0,Low
8,80.45,583.45,482.7000000000001,3,0.9065413300186452,1,1,1,0,1,0,1,72.93125,1,0.6666666666666666,26.816666666666663,1,1,0,0,0,1,1,0,1,0,1.3333333333333333,0.0,0.0,Male,1,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),6-12m,1,Medium
3,56.15,168.15,336.9,4,0.9982190560997328,1,0,0,0,0,2,0,56.05,1,0.25,14.0375,0,0,1,0,0,0,1,1,0,3,0.5,168.74999999999997,0.5008904719501335,Male,0,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,0-6m,1,Low
23,19.65,436.9,235.8,1,0.9666998561787808,0,2,0,1,0,0,0,18.995652173913044,0,1.9166666666666667,19.65,0,0,0,0,0,0,1,0,0,0,1.9166666666666667,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12-24m,0,Low
44,61.5,2722.2,738.0,5,1.0059866962305986,1,3,0,1,0,3,0,61.86818181818182,0,3.6666666666666665,12.3,0,0,1,0,0,0,1,0,0,0,3.6666666666666665,0.0,0.0,Female,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,24m+,0,High
45,81.0,3533.6,1944.0,7,0.969437585733882,0,3,0,1,2,3,0,78.52444444444444,0,3.75,11.571428571428571,0,1,1,0,0,0,1,0,1,0,1.875,0.0,0.0,Female,0,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,24m+,0,Premium
68,80.35,5375.15,1928.4,4,0.9837750283685348,1,3,1,1,0,2,0,79.04632352941177,0,5.666666666666667,20.0875,1,0,1,0,0,0,1,0,1,0,2.8333333333333335,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),24m+,0,Premium
17,55.5,934.15,333.0,4,0.99009009009009,1,2,1,0,0,2,0,54.95,1,1.4166666666666667,13.875,0,0,1,0,0,1,0,0,0,0,2.8333333333333335,0.0,0.0,Male,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),12-24m,0,Low
26,59.45,1507.0,713.4000000000001,4,0.9749628000258782,0,3,1,1,1,1,0,57.96153846153846,0,2.1666666666666665,14.8625,0,1,1,0,0,0,0,0,0,0,2.1666666666666665,0.0,0.0,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),24m+,0,High
1,35.05,35.05,210.3,2,1.0,1,0,0,0,1,0,0,35.05,1,0.0833333333333333,17.525,0,1,0,0,0,0,0,1,0,5,0.1666666666666666,175.25,0.8333333333333334,Female,0,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,0-6m,1,Low
44,70.95,3250.45,851.4000000000001,6,1.0412101992440257,0,3,0,1,1,3,0,73.87386363636364,0,3.6666666666666665,11.825,0,1,1,0,1,0,1,0,1,0,3.6666666666666665,0.0,0.0,Male,0,Yes,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,24m+,0,High
1,70.85,70.85,425.1,2,1.0,1,0,0,0,0,0,1,70.85,1,0.0833333333333333,35.425,1,0,0,0,0,0,1,1,1,5,0.1666666666666666,354.25,0.8333333333333334,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0-6m,1,Medium
62,69.4,4237.5,1665.6,7,0.9848238356419076,0,3,1,1,0,4,0,68.34677419354838,0,5.166666666666667,9.914285714285716,0,0,1,1,0,0,0,0,0,0,2.5833333333333335,0.0,0.0,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),24m+,0,Premium
36,106.05,3834.4,2545.2,8,1.0043480538530043,0,3,1,1,1,4,0,106.51111111111112,0,3.0,13.25625,1,1,1,1,0,1,1,0,1,0,1.5,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
48,96.9,4473.45,2325.6000000000004,7,0.961784055727554,1,3,1,1,1,3,0,93.196875,0,4.0,13.842857142857143,1,1,1,1,0,1,1,0,1,0,2.0,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),24m+,0,Premium
7,94.25,669.0,565.5,5,1.0140204622963245,1,1,0,0,2,1,0,95.57142857142856,1,0.5833333333333334,18.85,1,1,1,0,1,0,0,0,1,0,1.1666666666666667,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1,High
5,34.25,163.55,205.5,3,0.955036496350365,0,0,0,0,0,2,0,32.71,1,0.4166666666666667,11.416666666666666,0,0,1,0,1,0,1,1,0,1,0.8333333333333334,41.94999999999999,0.2041362530413625,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0-6m,0,Low
47,59.6,2754.0,1430.4,5,0.9831500785377696,0,3,1,1,0,2,0,58.59574468085106,0,3.9166666666666665,11.92,0,0,1,1,0,0,0,0,0,0,1.9583333333333333,0.0,0.0,Male,1,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),24m+,0,Premium
57,89.55,5012.35,2149.2,9,0.9819761575910744,0,3,0,1,2,4,0,87.93596491228071,0,4.75,9.95,0,1,1,1,0,0,1,0,1,0,2.375,0.0,0.0,Male,0,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,24m+,0,Premium
72,67.2,4671.7,1612.8000000000002,7,0.9655464616402116,0,3,1,1,2,4,0,64.88472222222222,0,6.0,9.6,0,1,1,0,0,0,1,0,0,0,3.0,0.0,0.0,Male,0,No,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0,Premium
1,20.3,20.3,121.8,1,1.0,0,0,0,0,0,0,0,20.3,1,0.0833333333333333,20.3,0,0,0,0,0,0,0,1,0,5,0.1666666666666666,101.5,0.8333333333333334,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,1,Low
3,58.7,168.6,352.20000000000005,4,0.9574105621805792,1,0,1,0,1,1,0,56.2,1,0.25,14.675,0,1,1,0,0,1,1,1,0,3,0.5,183.60000000000005,0.5212947189097105,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0-6m,0,Medium
22,81.7,1820.9,490.2000000000001,4,1.0130744408590189,1,2,0,0,0,2,1,82.76818181818182,1,1.8333333333333333,20.425,1,0,1,0,1,0,0,0,1,0,3.6666666666666665,0.0,0.0,Female,1,No,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,12-24m,0,Medium
34,99.85,3343.15,1198.1999999999998,6,0.9847565465845828,1,3,0,1,2,2,1,98.3279411764706,0,2.8333333333333335,16.641666666666666,1,1,1,0,1,0,0,0,1,0,2.8333333333333335,0.0,0.0,Male,1,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
59,20.6,1286.0,494.4,1,1.0580878723054137,0,3,0,1,0,0,0,21.79661016949153,0,4.916666666666667,20.6,0,0,0,0,0,0,1,0,0,0,2.4583333333333335,0.0,0.0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24m+,0,Medium
61,103.9,6449.15,1246.8000000000002,7,1.017553132741129,0,3,1,1,2,3,0,105.72377049180328,0,5.083333333333333,14.842857142857143,1,1,1,0,0,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),24m+,0,Premium
